"","permno","permco","namedt","nameenddt","cusip","ncusip","ticker","comnam","hexcd","exchcd","siccd","shrcd","shrcls","st_date","end_date","namedum"
"4625",12660,53710,2011-04-01,2018-06-29,"36191G10","36191G10","GNC","G N C HOLDINGS INC",1,1,5961,11,"A",2011-04-29,2018-06-29,2
"4647",12690,53724,2011-06-02,2018-06-29,"36191J10","36191J10","GSVC","G S V CAPITAL CORP",3,3,9999,11,NA,2011-04-29,2018-06-29,2
"46292",92758,53062,2011-08-08,2014-10-15,"36191U10","36191U10","GTAT","G T ADVANCED TECHNOLOGIES INC",3,3,3674,11,NA,2008-07-31,2014-10-31,2
"4978",13225,53985,2012-02-10,2014-03-04,"36191X10","36191X10","GSE","G S E HOLDING INC",1,1,2821,11,NA,2012-02-29,2014-03-31,2
"21849",54543,20742,1990-01-22,2000-03-27,"36192210","36192210","GRH","G R C INTERNATIONAL INC",1,1,8742,11,NA,1972-04-28,2000-03-31,2
"6398",14930,55026,2014-09-25,2018-06-29,"36192A10","36192A10","GWGH","G W G HOLDINGS INC",3,3,9999,11,NA,2014-09-30,2018-06-29,2
"17210",40425,5164,1987-10-28,1998-07-28,"36202210","36202210","GNUC","G N I GROUP INC",3,3,3690,11,NA,1981-11-30,1998-07-31,2
"7658",16705,55936,2017-05-17,2018-06-29,"3621LQ10","3621LQ10","GTHX","G1 THERAPEUTICS INC",3,3,9999,11,NA,2017-05-31,2018-06-29,2
"23036",58501,3236,1998-03-27,2018-06-29,"36225V10","36225V10","GPX","G P STRATEGIES CORP",1,1,2821,11,NA,1972-12-29,2018-06-29,2
"10283",22541,20802,1996-08-08,2001-11-06,"36225X10","36225X10","GPU","G P U INC",1,1,4911,11,NA,1946-01-31,2001-11-30,2
"39208",85183,15585,1997-07-09,2001-03-30,"36226310","36226310","GOSB","G S B FINANCIAL CORP",3,3,6030,11,NA,1997-07-31,2001-03-30,2
"38892",84738,15416,1997-04-01,2011-07-15,"36227410","36227410","GSLA","G S FINANCIAL CORP",3,3,6710,11,NA,1997-04-30,2011-07-29,2
"35928",81869,13876,2018-04-30,2018-06-29,"36227K10","36227K10","GVP","G S E SYSTEMS INC",3,3,7372,11,NA,1995-07-31,2018-06-29,2
"36338",82495,14047,1995-10-13,1998-10-02,"36229H10","36229H10","GTBX","G T BICYCLES INC",3,3,3750,11,NA,1995-10-31,1998-10-30,2
"40032",85866,16020,2000-08-31,2001-03-13,"36230D20","36230D20","GSVI","GSV INC",3,3,7375,11,NA,1998-03-31,2001-03-30,2
"9607",21004,20776,1982-07-02,2000-06-30,"36232010","36232010","GTE","G T E CORP",1,1,6711,11,NA,1939-04-29,2000-06-30,2
"14170",32061,20777,1992-05-18,1998-11-16,"36236010","36236010","GGTI","G T I CORP",3,3,3670,11,NA,1962-07-31,1998-11-30,2
"42486",88242,7901,1985-12-06,1994-04-21,"36237710","36237710","GWCC","G W C CORP",3,3,4940,11,NA,1985-12-31,1994-04-29,2
"28755",75905,10419,1989-12-14,2018-06-29,"36237H10","36237H10","GIII","G III APPAREL GROUP INC",3,3,2380,11,NA,1989-12-29,2018-06-29,2
"28382",75657,10263,1989-07-27,2000-12-28,"36238610","36238610","GZEA","G Z A GEOENVIRONMENTAL TECH INC",3,3,8710,11,NA,1989-07-31,2000-12-29,2
"40406",86168,16157,2002-05-24,2011-06-17,"36238G10","36238G10","GSIC","G S I COMMERCE INC",3,3,3020,11,NA,1998-06-30,2011-06-30,2
"30195",76843,11120,2000-07-31,2012-06-21,"36238K10","36238K10","GTSI","GTSI CORP",3,3,5040,11,NA,1991-09-30,2012-06-29,2
"32981",79390,12265,2009-05-27,2010-03-18,"36238T20","36238T20","GTCB","G T C BIOTHERAPEUTICS INC",3,3,2830,11,NA,1993-07-30,2010-03-31,2
"5610",13993,54448,2014-11-28,2018-06-29,"36239310","36239310","GTT","G T T COMMUNICATIONS INC",1,1,4813,11,NA,2013-06-28,2018-06-29,2
"45642",91901,51993,2007-03-29,2018-06-29,"36241U10","36241U10","GSIT","G S I TECHNOLOGY INC",3,3,3674,11,NA,2007-03-30,2018-06-29,2
"7406",16350,55706,2016-11-02,2018-06-29,"36250J10","36250J10","GGO","GABELLI GO ANYWHERE TRUST",2,2,6733,11,NA,2016-11-30,2018-06-29,2
"7241",16076,55577,2016-05-26,2018-06-29,"36251C10","36251C10","GMS","G M S INC",1,1,3275,11,NA,2016-05-31,2018-06-29,2
"36332",82492,14029,1995-10-06,2004-02-11,"36255310","36255310","GADZ","GADZOOKS INC",3,3,5690,11,NA,1995-10-31,2004-02-27,2
"41427",87108,35199,1999-07-20,2002-07-30,"36255510","36255510","ZOOX","GADZOOX NETWORKS INC",3,3,3670,11,NA,1999-07-30,2002-07-31,2
"4446",12451,53612,2010-12-15,2018-06-29,"36268W10","36268W10","GCAP","GAIN CAPITAL HOLDINGS INC",1,1,6221,11,NA,2010-12-31,2018-06-29,2
"41683",87321,17298,2016-07-15,2018-06-29,"36269P10","36269P10","GAIA","GAIA INC",3,3,7389,11,"A",1999-10-29,2018-06-29,2
"37091",83267,14469,1996-03-27,2001-01-04,"36291310","36291310","GGEN","GALAGEN INC",3,3,2830,11,NA,1996-03-29,2001-01-31,2
"1597",10822,8710,2009-06-08,2011-01-27,"36312730","36312730","GAN","GAINSCO INC",2,2,6351,11,NA,1986-11-28,2011-01-31,2
"3256",11681,9505,2000-11-17,2006-05-05,"36317Q10","36317Q10","GXY","GALAXY NUTRITIONAL FOODS INC",2,2,2022,11,NA,1987-09-30,2006-05-31,2
"44979",90990,48790,2005-11-23,2008-03-14,"36318B10","36318B10","GAX","GALAXY ENERGY CORP",2,2,1411,11,NA,2005-11-30,2008-03-31,2
"5049",13324,54027,2012-03-23,2018-06-29,"36322520","36322520","GALT","GALECTIN THERAPEUTICS INC",3,3,2834,11,NA,2012-03-30,2018-06-29,2
"32576",79041,29781,1993-03-08,1993-08-31,"36323310","36323310","GHC","GALEN HEALTH CARE INC",1,1,8399,11,NA,1993-03-31,1993-08-31,2
"31298",77541,11496,1994-12-27,2002-01-04,"36352K10","36352K10","GNL","GALEY & LORD INC",1,1,2211,11,NA,1992-04-30,2002-01-31,2
"39292",85239,32031,1997-07-25,2001-10-01,"36354710","36354710","GLC","GALILEO INTERNATIONAL INC",1,1,4512,11,NA,1997-07-31,2001-10-31,2
"16381",38093,7094,1987-12-01,2018-06-29,"36357610","36357610","AJG","GALLAGHER ARTHUR J & CO",1,1,6411,11,NA,1984-06-29,2018-06-29,2
"39478",85404,7476,1990-06-07,2009-12-23,"36381210","36381210","HIST","GALLERY OF HISTORY INC",3,3,5990,11,NA,1985-03-29,2009-12-31,2
"42537",88269,7240,1996-11-07,1998-11-02,"36409110","36409110","GAL","GALOOB TOYS INC",1,1,3944,11,NA,1984-09-28,1998-11-30,2
"24051",61348,2063,1979-11-12,1995-02-28,"36442410","36442410","GHX","GALVESTON HOUSTON CO",1,1,3536,11,NA,1975-06-30,1995-02-28,2
"43282",89023,41699,2001-06-27,2004-07-30,"36458R10","36458R10","GLYN","GALYANS TRADING CO INC",3,3,5940,11,NA,2001-06-29,2004-07-30,2
"34330",80447,13003,1994-04-15,1997-12-12,"36464P10","36464P10","GFIN","GAME FINANCIAL CORP",3,3,7380,11,NA,1994-04-29,1997-12-31,2
"34451",80535,13060,1994-05-11,1996-12-24,"36465610","36465610","GWLD","GAMING WORLD INTERNATIONAL LTD",3,3,7990,11,NA,1994-05-31,1996-12-31,2
"16411",38157,1888,1990-06-08,1998-10-30,"36465710","36465710","GBL","GAMMA BIOLOGICALS INC",2,2,2833,11,NA,1980-07-31,1998-10-30,2
"32369",78887,11972,1993-02-22,1995-11-28,"36465L10","36465L10","GCAM","GAMING CORP OF AMERICA",3,3,7990,11,NA,1993-02-26,1995-11-30,2
"33937",80123,12795,1994-01-25,1996-10-15,"36465R10","36465R10","GAME","GAMETEK INC",3,3,5040,11,NA,1994-01-31,1996-10-31,2
"39645",85550,15851,1997-11-25,2011-08-10,"36466D10","36466D10","GMTC","GAMETECH INTERNATIONAL INC",3,3,7380,11,NA,1997-11-28,2011-08-31,2
"34242",80357,12954,2004-09-01,2018-06-29,"36467A10","36467A10","GPIC","GAMING PARTNERS INTL CORP",3,3,3940,11,NA,1994-03-31,2018-06-29,2
"5803",14252,54610,2013-11-04,2018-06-29,"36467J10","36467J10","GLPI","GAMING & LEISURE PROPERTIES INC",3,3,9999,11,NA,2013-11-29,2018-06-29,2
"43478",89301,42775,2005-10-10,2018-06-29,"36467W10","36467W10","GME","GAMESTOP CORP NEW",1,1,5734,11,"A",2002-02-28,2018-06-29,2
"44364",90379,42775,2005-10-10,2007-02-07,"36467W20","36467W20","GME","GAMESTOP CORP NEW",1,1,5734,11,"B",2004-11-30,2007-02-28,2
"294",10141,8090,1986-04-02,1996-07-17,"36471910","36471910","GNDR","GANDER MOUNTAIN INC",3,3,5960,11,NA,1986-04-30,1996-07-31,2
"44141",90127,45083,2004-04-21,2010-01-14,"36471P10","36471P10","GMTN","GANDER MOUNTAIN CO",3,3,5940,11,NA,2004-04-30,2010-01-29,2
"6756",15391,55285,2015-06-29,2018-06-29,"36473H10","36473H10","GCI","GANNETT CO INC NEW",1,1,2711,11,NA,2015-06-30,2018-06-29,2
"512",10247,8173,1999-07-22,1999-12-29,"36473U20","36473U20","GTOS","GANTOS INC NEW",3,3,5620,11,NA,1986-05-30,1999-12-31,2
"23227",59010,1892,1985-06-03,2018-06-29,"36476010","36476010","GPS","GAP INC",1,1,5651,11,NA,1976-05-28,2018-06-29,2
"14185",32096,20783,1968-01-02,2002-09-04,"36480210","36480210","GAN","GARAN INC",2,2,2321,11,NA,1962-07-31,2002-09-30,2
"37400",83512,14643,1996-05-22,1999-01-29,"36485410","36485410","GBOT","GARDEN BOTANIKA INC",3,3,5990,11,NA,1996-05-31,1999-01-29,2
"41581",87232,17124,1999-09-16,2001-01-18,"36519910","36519910","GDEN","GARDEN COM INC",3,3,5960,11,NA,1999-09-30,2001-01-31,2
"35666",81626,13729,1995-05-17,2004-03-10,"36523510","36523510","LTUS","GARDEN FRESH RESTAURANT CORP",3,3,5810,11,NA,1995-05-31,2004-03-31,2
"35657",81618,13717,1995-05-09,2000-01-31,"36541P10","36541P10","GRDG","GARDEN RIDGE CORP",3,3,5710,11,NA,1995-05-31,2000-01-31,2
"34202",80330,12936,1994-03-22,1996-01-16,"36542010","36542010","GRDN","GARDEN STATE BANCSHARES INC",3,3,6710,11,NA,1994-03-31,1996-01-31,2
"31466",77671,11570,1997-10-24,2001-02-28,"36547610","36547610","GBUR","GARDENBURGER INC",3,3,2030,11,NA,1992-06-30,2001-02-28,2
"34329",80446,13008,1998-05-06,2013-07-30,"36555810","36555810","GDI","GARDNER DENVER INC",1,1,3563,11,NA,1994-04-29,2013-07-31,2
"7647",16692,55928,2017-05-12,2018-06-29,"36555P10","36555P10","GDI","GARDNER DENVER HOLDINGS INC",1,1,3563,11,NA,2017-05-31,2018-06-29,2
"37983",83937,14983,1996-09-27,1998-07-13,"36603310","36603310","GOYL","GARGOYLES INC",3,3,3850,11,NA,1996-09-30,1998-07-31,2
"33103",79495,12323,1993-08-03,1997-02-21,"36619910","36619910","GRMN","GARMENT GRAPHICS INC",3,3,2390,11,NA,1993-08-31,1997-02-28,2
"3337",11726,9545,1987-09-29,1997-12-17,"36625510","36625510","GARN","GARNET RESOURCES CORP",3,3,1310,11,NA,1987-09-30,1997-12-31,2
"33379",79698,12457,2001-02-12,2018-06-29,"36665110","36665110","IT","GARTNER INC",1,1,7375,11,"A",1993-10-29,2018-06-29,2
"41308",87030,12457,2001-02-12,2005-07-06,"36665120","36665120","IT","GARTNER INC",1,1,7375,11,"B",1999-07-30,2005-07-29,2
"7",10001,7953,2010-07-09,2017-08-03,"36720410","36720410","EGAS","GAS NATURAL INC",2,2,4925,11,NA,1986-01-31,2017-08-31,2
"44504",90502,46021,2004-12-06,2013-04-25,"36722010","36722010","GSX","GASCO ENERGY INC",2,2,1381,11,NA,2004-12-31,2013-04-30,2
"34204",80332,12937,1994-03-22,2001-01-10,"36727810","36727810","GSNX","GASONICS INTERNATIONAL CORP",3,3,3550,11,NA,1994-03-31,2001-01-31,2
"45044",91069,50185,2014-02-03,2018-06-29,"36729W20","36729W20","GST","GASTAR EXPLORATION INC NEW",2,2,1311,11,NA,2006-01-31,2018-06-29,2
"45416",91524,51329,2006-10-25,2008-10-23,"36734810","36734810","GHS","GATEHOUSE MEDIA INC",1,1,2711,11,NA,2006-10-31,2008-10-31,2
"2844",11466,9714,1992-02-03,1994-08-29,"36740830","36740830","GAFA","GATES F A DISTRIBUTING INC",3,3,7370,11,NA,1988-03-31,1994-08-31,2
"35292",81210,13513,1995-01-18,1997-12-12,"36757410","36757410","GWBC","GATEWAY BANCORP INC KY",3,3,6710,11,NA,1995-01-31,1997-12-31,2
"1402",10715,8614,1986-10-01,1995-08-18,"36758010","36758010","GBAN","GATEWAY BANCORP INC",3,3,6710,11,NA,1986-10-31,1995-08-31,2
"37090",83266,14449,1996-03-20,1997-11-05,"36759610","36759610","GDSC","GATEWAY DATA SCIENCES CORP",3,3,7370,11,NA,1996-03-29,1997-11-28,2
"28231",75546,9226,1990-02-05,1993-11-19,"36760110","36760110","GATW","GATEWAY FED CORP",3,3,6030,11,NA,1987-06-30,1993-11-30,2
"42555",88277,7701,1989-07-03,1994-06-24,"36760910","36760910","GTWY","GATEWAY FINANCIAL CORP",3,3,6020,11,NA,1985-08-30,1994-06-30,2
"33751",79973,12646,1999-06-01,2007-10-16,"36762610","36762610","GTW","GATEWAY INC",1,1,3571,11,NA,1993-12-31,2007-10-31,2
"30603",77062,29109,1991-10-24,1997-09-30,"36790110","36790110","GET","GAYLORD ENTERTAINMENT CO",1,1,4833,11,"A",1991-10-31,1997-09-30,2
"43280",89021,41697,2001-10-01,2008-12-31,"36814010","36814010","GBTS","GATEWAY FINANCIAL HLDGS INC",3,3,6022,11,NA,2001-06-29,2008-12-31,2
"36565",82657,14089,1995-10-31,1997-08-25,"36814410","36814410","GJCO","GAYLORD COMPANIES INC",3,3,5942,11,NA,1995-10-31,1997-08-29,2
"27971",75295,20785,1988-06-29,2002-04-05,"36814510","36814510","GCR","GAYLORD CONTAINER CORP IL",2,2,2671,11,"A",1988-06-30,2002-04-30,2
"41926",87498,17492,2010-11-10,2015-07-16,"36846Q20","36846Q20","GKNT","GEEKNET INC",3,3,7373,11,NA,1999-12-31,2015-07-31,2
"34586",80628,13154,1994-06-17,2003-09-30,"36847310","36847310","GEER","GEERLINGS AND WADE INC",3,3,5990,11,NA,1994-06-30,2003-09-30,2
"28707",75861,10384,1989-11-21,2008-10-27,"36848310","36848310","GEHL","GEHL COMPANY",3,3,3520,11,NA,1989-11-30,2008-10-31,2
"23897",60935,1923,1979-05-09,1997-02-03,"36851410","36851410","GSC","GELMAN SCIENCES INC",2,2,3569,11,NA,1972-12-29,1997-02-28,2
"36481",82576,14109,1995-11-08,2000-12-13,"36853810","36853810","GELX","GELTEX PHARMACEUTICALS INC",3,3,2830,11,NA,1995-11-30,2000-12-29,2
"43630",89502,43504,2002-09-16,2012-07-31,"36866T10","36866T10","GPRO","GEN PROBE INC NEW",3,3,2835,11,NA,2002-09-30,2012-07-31,2
"38056",84005,14041,2000-07-13,2008-05-02,"36866W10","36866W10","GMST","GEMSTAR TV GUIDE INTL INC",3,3,3651,11,NA,1995-10-31,2008-05-30,2
"30652",77100,11213,1991-11-20,1995-01-04,"36867410","36867410","GNCR","GENCARE HEALTH SYSTEMS INC",3,3,6320,11,NA,1991-11-29,1995-01-31,2
"21144",52250,2809,2007-12-20,2018-06-29,"36867810","36867810","GENC","GENCOR INDUSTRIES INC",3,3,3531,11,NA,1972-12-29,2018-06-29,2
"30713",77171,11245,2007-05-15,2009-06-11,"36867G20","36867G20","GENR","GENAERA CORP",3,3,2836,11,NA,1991-12-31,2009-06-30,2
"42836",88527,38426,2000-08-02,2005-10-06,"36867W10","36867W10","GNSC","GENAISSANCE PHARMACEUTICALS INC",3,3,8731,11,NA,2000-08-31,2005-10-31,2
"30002",76699,10975,2005-12-19,2009-01-07,"36870620","36870620","GNLB","GENELABS TECHNOLOGIES INC",3,3,2830,11,NA,1991-06-28,2009-01-30,2
"34709",80750,13203,1994-07-13,1999-03-18,"36870710","36870710","GMED","GENEMEDICINE INC",3,3,2830,11,NA,1994-07-29,1999-03-31,2
"42726",88441,37934,2000-07-28,2005-04-21,"36870910","36870910","GCOR","GENENCOR INTL INC",3,3,8731,11,NA,2000-07-31,2005-04-29,2
"7345",16255,55671,2016-08-05,2018-06-29,"36870A10","36870A10","GEMP","GEMPHIRE THERAPEUTICS INC",3,3,9999,11,NA,2016-08-31,2018-06-29,2
"16452",38280,1928,1995-10-26,1999-06-16,"36871030","36871030","GNE","GENENTECH INC",1,1,2834,11,NA,1980-10-31,1999-06-30,2
"41309",87031,1928,1999-07-20,2009-03-26,"36871040","36871040","DNA","GENENTECH INC",1,1,2834,11,NA,1999-07-30,2009-03-31,2
"46584",93246,53339,2010-02-11,2018-06-29,"36873610","36873610","GNRC","GENERAC HOLDINGS INC",1,1,3621,11,NA,2010-02-26,2018-06-29,2
"35568",81557,13654,1995-04-06,1998-02-17,"36874910","36874910","GACC","GENERAL ACCEPTANCE CORP IN",3,3,6140,11,NA,1995-04-28,1998-02-27,2
"32975",79386,12276,1993-07-16,1994-11-15,"36900210","36900210","GARI","GENERAL ATLANTIC RESOURCES INC",3,3,1310,11,NA,1993-07-30,1994-11-30,2
"16473",38317,1926,1987-08-18,1998-05-20,"36903210","36903210","GA","GENERAL AUTOMATION INC DE",2,2,3573,11,NA,1972-12-29,1998-05-29,2
"38688",84536,15324,1997-02-10,2005-03-10,"36914710","36914710","GNRL","GENERAL BEARING CORP",3,3,3562,11,NA,1997-02-28,2005-03-31,2
"16478",38333,1903,1972-12-14,2005-08-16,"36915410","36915410","GBND","GENERAL BINDING CORP",3,3,3579,11,NA,1972-12-29,2005-08-31,2
"14202",32133,5769,1983-01-13,1994-01-21,"36928010","36928010","GBDC","GENERAL BUILDERS CORP",3,3,1521,10,NA,1962-07-31,1994-01-31,2
"31555",77772,11586,1992-07-02,1994-06-16,"36929910","36929910","GENC","GENERAL CABLE CORP DEL",3,3,3350,11,NA,1992-07-31,1994-06-30,2
"38942",84776,31975,1999-07-06,2018-06-05,"36930010","36930010","BGC","GENERAL CABLE CORP DEL NEW",1,1,3357,11,NA,1997-05-30,2018-06-29,2
"37326",83449,31634,2001-07-16,2001-07-18,"36933220","36933220","GCG","GENERAL CHEMICAL GROUP INC",1,1,2819,11,NA,1996-05-31,2001-07-31,2
"38753",84580,31918,1997-02-28,2000-05-09,"36933P10","36933P10","MPP","GENERAL CIGAR HOLDINGS INC",1,1,3999,11,"A",1997-02-28,2000-05-31,2
"165",10079,8022,1986-03-04,1995-03-14,"36938610","36938610","GCCC","GENERAL COMPUTER CORP",3,3,7370,11,NA,1986-03-31,1995-03-31,2
"38901",84745,15452,1997-04-28,1998-09-28,"36945110","36945110","LOAN","GENERAL CREDIT CORP",3,3,6090,11,NA,1997-04-30,1998-09-30,2
"24524",62607,1912,1981-02-26,2001-08-21,"36948710","36948710","GDC","GENERAL DATACOMM INDS INC",1,1,3661,11,NA,1972-12-29,2001-08-31,2
"3915",12052,20791,1968-01-02,2018-06-29,"36955010","36955010","GD","GENERAL DYNAMICS CORP",1,1,3721,11,NA,1926-01-30,2018-06-29,2
"3923",12060,20792,1968-01-02,2018-06-29,"36960410","36960410","GE","GENERAL ELECTRIC CO",1,1,3634,11,NA,1925-12-31,2018-06-29,2
"45240",91299,50609,2008-10-01,2018-06-29,"36982210","36982210","GFN","GENERAL FINANCE CORP",3,3,6799,11,NA,2006-06-30,2018-06-29,2
"8850",19174,20795,1968-01-02,1998-01-07,"37006410","37006410","GH","GENERAL HOST CORP",1,1,2011,11,NA,1931-04-30,1998-01-30,2
"22431",56629,20796,1982-06-18,1999-10-21,"37007310","37007310","GHW","GENERAL HOUSEWARES CORP",1,1,3469,11,NA,1972-12-29,1999-10-29,2
"31427",77644,20797,1998-02-02,2000-01-05,"37012010","37012010","GIC","GENERAL INSTRUMENT CORP DEL",1,1,3661,11,NA,1992-06-30,2000-01-31,2
"1196",10608,8510,1991-11-21,1997-05-29,"37017210","37017210","GKI","GENERAL KINETICS INC",2,2,3444,11,NA,1986-08-29,1997-05-30,2
"35351",81248,13565,2002-07-16,2002-09-27,"37025340","37025340","GMGC","GENERAL MAGIC INC",3,3,7373,11,NA,1995-02-28,2002-09-30,2
"16526",38472,1974,1981-03-18,1999-11-12,"37026220","37026220","GMCC","GENERAL MAGNAPLATE CORP",3,3,3470,11,NA,1981-03-31,1999-11-30,2
"26064",66923,1977,1984-12-20,1999-01-06,"37030710","37030710","GMW","GENERAL MICROWAVE CORP",2,2,3825,11,NA,1978-09-29,1999-01-29,2
"7942",17144,20798,1968-01-02,2018-06-29,"37033410","37033410","GIS","GENERAL MILLS INC",1,1,2043,11,NA,1928-11-30,2018-06-29,2
"45320",91418,51097,2007-10-09,2018-06-29,"37037310","37037310","GMO","GENERAL MOLY INC",2,2,1061,11,NA,2006-08-31,2018-06-29,2
"3956",12079,20799,1968-01-02,2009-06-01,"37044210","37044210","GM","GENERAL MOTORS CORP",1,1,3711,11,NA,1925-12-31,2009-06-30,2
"26067",66931,20799,1984-10-19,1996-06-07,"37044240","37044240","GME","GENERAL MOTORS CORP",1,1,3711,11,"E",1984-10-31,1996-06-28,2
"26489",68451,20799,1997-12-18,2003-12-22,"37044283","37044283","GMH","GENERAL MOTORS CORP",1,1,3711,11,"H",1985-12-31,2003-12-31,2
"4393",12369,53554,2010-11-18,2018-06-29,"37045V10","37045V10","GM","GENERAL MOTORS CO",1,1,3711,11,NA,2010-11-30,2018-06-29,2
"32268",78825,11907,1993-01-21,1999-08-10,"37047F10","37047F10","GNCI","GENERAL NUTRITION COS INC",3,3,5490,11,NA,1993-01-29,1999-08-31,2
"16533",38520,5733,1991-09-26,1997-01-24,"37048510","37048510","GPH","GENERAL PHYSICS CORP",1,1,8299,11,NA,1982-12-31,1997-01-31,2
"24355",62252,20803,1980-11-18,1998-12-22,"37056310","37056310","GRN","GENERAL RE CORP",1,1,6331,11,NA,1972-12-29,1998-12-31,2
"39313",85256,32052,1997-07-28,2001-11-02,"37078710","37078710","SEM","GENERAL SEMICONDUCTOR INC",1,1,3674,11,NA,1997-07-31,2001-11-30,2
"3978",12095,20804,1968-01-02,1998-10-06,"37083810","37083810","GSX","GENERAL SIGNAL CORP",1,1,3622,11,NA,1925-12-31,1998-10-30,2
"45982",92332,52799,2015-10-29,2016-07-18,"37085320","37085320","GSI","GENERAL STEEL HOLDINGS INC",1,1,3312,11,NA,2007-10-31,2016-07-29,2
"37406",83516,14610,1996-05-10,1999-11-10,"37101310","37101310","GSII","GENERAL SURGICAL INNOVATIONS IN",3,3,3840,11,NA,1996-05-31,1999-11-30,2
"42499",88250,37514,2000-05-05,2010-10-20,"37148510","37148510","GNBT","GENEREX BIOTECHNOLOGY CORP DEL",3,3,2834,11,NA,2000-05-31,2010-10-29,2
"9632",21055,20805,1968-01-02,2018-06-29,"37153210","37153210","GCO","GENESCO INC",1,1,2341,11,NA,1939-07-31,2018-06-29,2
"37604",83661,14754,2002-09-27,2018-06-29,"37155910","37155910","GWR","GENESEE & WYOMING INC",1,1,4011,11,"A",1996-06-28,2018-06-29,2
"16570",38608,1927,1987-12-29,2003-12-31,"37160120","37160120","GENBB","GENESEE CORP",3,3,2082,11,"B",1972-12-29,2003-12-31,2
"43130",88846,41074,2001-11-05,2005-10-14,"37182810","37182810","GBI","GENESIS BIOVENTURES INC",2,2,8731,11,NA,2000-12-29,2005-10-31,2
"39977",85825,15984,2002-02-14,2008-01-25,"37184C10","37184C10","GNSS","GENESIS MICROCHIP INC DEL",3,3,5060,11,NA,1998-02-27,2008-01-31,2
"43939",89910,44620,2003-12-01,2007-07-13,"37184D10","37184D10","GHCI","GENESIS HEALTHCARE CORP",3,3,8051,11,NA,2003-12-31,2007-07-31,2
"10027",22023,21213,1999-09-01,2000-06-02,"37184G10","37184G10","GWO","GENESIS WORLDWIDE INC",1,1,3541,11,NA,1944-05-31,2000-06-30,2
"41204",86967,16582,2001-05-07,2001-09-25,"37184Y10","37184Y10","GENI","GENESISINTERMEDIA INC",3,3,7311,11,NA,1999-06-30,2001-09-28,2
"45716",92020,52278,2015-02-03,2018-06-29,"37185X10","37185X10","GEN","GENESIS HEALTHCARE INC",1,1,8051,11,"A",2007-05-31,2018-06-29,2
"45618",91860,51789,2007-03-21,2009-02-11,"37185Y10","37185Y10","GAC","GENEVA ACQUISITION CORP",2,2,6770,11,NA,2007-03-30,2009-02-27,2
"16585",38659,5242,1981-12-22,2018-06-29,"37190110","37190110","GNTX","GENTEX CORP",3,3,3842,11,NA,1981-12-31,2018-06-29,2
"30012",76703,10983,1993-01-19,2000-06-23,"37191210","37191210","GHV","GENESIS HEALTH VENTURES INC",1,1,6321,11,NA,1991-06-28,2000-06-30,2
"30090",76753,11054,1991-07-31,1995-08-14,"37191310","37191310","GTII","GENETIC THERAPY INC",3,3,2830,11,NA,1991-07-31,1995-08-31,2
"39053",85010,15528,1997-06-17,2000-01-21,"37193110","37193110","GCTI","GENESYS TELECOM LAB INC",3,3,7370,11,NA,1997-06-30,2000-01-31,2
"40256",86065,16095,1999-02-03,1999-08-19,"37193510","37193510","PRTM","GENESIS DIRECT INC",3,3,5960,11,NA,1998-05-29,1999-08-31,2
"29071",76116,26041,1993-03-18,1999-01-29,"37225230","37225230","GNV","GENEVA STEEL CO",1,1,3312,11,"A",1990-03-30,1999-01-29,2
"43149",88864,41158,2001-01-08,2002-01-25,"37225710","37225710","GNVH","GENEVA STEEL HOLDINGS CORP",3,3,3312,11,NA,2001-01-31,2002-01-31,2
"854",10412,8328,1986-06-25,2000-02-25,"37228210","37228210","GECM","GENICOM CORP",3,3,3690,11,NA,1986-06-30,2000-02-29,2
"4857",13019,53892,2011-10-31,2018-06-29,"37228420","37228420","GNE","GENIE ENERGY LTD",1,1,4924,11,"B",2011-10-31,2018-06-29,2
"17124",40168,20806,1994-11-29,1995-02-22,"37229820","37229820","GES","GENISCO TECHNOLOGY CORP",2,2,3811,11,NA,1964-02-28,1995-02-28,2
"38800",84613,15395,1999-02-12,1999-08-17,"37229910","37229910","NETC","GENISYS RESERVATION SYSTEMS INC",3,3,7870,11,NA,1997-03-31,1999-08-31,2
"43888",89865,44496,2003-10-30,2008-08-15,"37229P50","37229P50","GTOP","GENITOPE CORP",3,3,2836,11,NA,2003-10-31,2008-08-29,2
"7475",16463,55790,2016-11-21,2018-06-29,"37229T30","37229T30","GNUS","GENIUS BRANDS INTERNATIONAL INC",3,3,9999,11,NA,2016-11-30,2018-06-29,2
"3875",12022,9892,1988-08-08,2008-01-25,"37230210","37230210","GLYT","GENLYTE GROUP INC",3,3,3640,11,NA,1988-08-31,2008-01-31,2
"46663",93393,53419,2010-05-28,2018-06-29,"37230910","37230910","GNMK","GENMARK DIAGNOSTICS INC",3,3,9999,11,NA,2010-05-28,2018-06-29,2
"5975",14458,54738,2014-02-05,2018-06-29,"37242710","37242710","GNCA","GENOCEA BIOSCIENCES INC",3,3,9999,11,NA,2014-02-28,2018-06-29,2
