"","crsp_fundno","wficn","fundno","cusip8","ticker","fund_name","tna_latest_dt","tna_latest","num_holdings","mgmt_name","et_flag","nav_latest_dt","nav_latest","first_offer_dt","per_com","per_pref","per_conv","per_corp","per_muni","per_govt","per_oth","per_cash","per_bond","per_abs","per_mbs","per_eq_oth","per_fi_oth","open_to_inv","retail_fund","inst_fund","index_fund_flag","dead_flag","delist_cd","crsp_obj_cd","lipper_obj_cd","lipper_obj_name","lipper_class","lipper_class_name","si_obj_cd","wbrger_obj_cd","lipper_asset_cd","country"
"2249",86097,NA,NA,"73936Q69","SPVU","PowerShares Exchange-Traded Fund Trust II: PowerShares S&P 500 Enhanced Value Portfolio",2018-03-29,25.2,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,33.6252,2015-10-09,100.02,0,0,0,0,0.01,0,-0.04,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCVE","Large-Cap Value Funds",NA,NA,"EQ",NA
"2733",58111,NA,NA,"46431W20","IESM","iShares US ETF Trust: iShares Enhanced US Small-Cap ETF",2016-06-30,25.2,NA,"BlackRock Fund Advisors","F",2016-06-30,31.44,2013-04-16,95.8,0,0,0,0,0,5.67,-1.48,0,0,0,0,0,"Y","N","Y",NA,"Y","L","EDCS","SG","SMALL-CAP FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ",NA
"2876",93207,NA,NA,"25460E57","PPTB","Direxion Shares ETF Trust: Portfolio+ Total Bond Market ETF",2018-03-29,25.2,NA,"Rafferty Asset Management LLC","F",2018-03-29,25.22,2018-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"2766",92523,NA,NA,"66538H57","FFTG","Northern Lights Fund Trust IV: FormulaFolios Tactical Growth ETF",2018-03-29,25.1,NA,"FormulaFolio Investments LLC",NA,2018-03-29,25.08,2017-11-01,97.54,0.38,0,0,0,0.01,0.39,0.32,0,0,0,1.36,0,"Y","N","Y",NA,"N",NA,"M","FX","FLEXIBLE PORTFOLIO FUNDS","FX","Flexible Portfolio Funds",NA,NA,"EQ",NA
"2805",59229,NA,NA,"90267L80","DVHI","UBS Exchange Traded Access Securities (E-TRACS) Diversified High Income ETN",2013-12-31,25.1,NA,"UBS Global Asset Management","N",2013-12-31,25.05,2013-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","Y",NA,"EDYI","EI","EQUITY INCOME FUNDS","EIEI","Equity Income Funds",NA,NA,"EQ",NA
"2873",93204,NA,NA,"25460E63","PPMC","Direxion Shares ETF Trust: Portfolio+ S&P Mid Cap ETF",2018-03-29,25.1,NA,"Rafferty Asset Management LLC","F",2018-03-29,25.06,2018-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"722",47609,NA,NA,"18385P10","YAO","Claymore Exchange-Traded Fund Trust 2: Guggenheim China All-Cap ETF",2018-03-29,25,NA,"Guggenheim Investments","F",2018-03-29,35.6722,2009-10-19,80.8,0,0,0,0,0,0,-0.07,0,0,0,19.27,0,"Y","N","Y","D","N",NA,"EFRQ","CH","CHINA REGION FUNDS","CH","China Region Funds",NA,NA,"EQ",NA
"1823",60570,NA,NA,"78468R84","IJNK","SPDR Series Trust: SPDR Barclays International High Yield Bond ETF",2016-06-30,24.9,NA,"State Street Bank and Trust Company","F",2016-06-30,22.6192,2014-03-12,0,0,0,94.94,0,0,0,3.18,0,0,0,0,1.88,"Y","N","Y","D","Y",NA,"I","HY","HIGH YIELD FUNDS","HY","High Yield Funds",NA,NA,"TX",NA
"2159",51409,NA,NA,"74347W33","VIXM","ProShares Trust II: ProShares VIX Mid-Term Futures ETF",2018-03-29,24.9,NA,"ProFunds Group","F",2018-03-29,26.612,2011-01-03,0,0,0,0,0,0,100,0,0,0,0,0,0,"Y","N","Y","D","N",NA,"M","S","SPECIALTY/MISCELLANEOUS FUNDS","S","Specialty/Miscellaneous Funds",NA,NA,"EQ",NA
"2851",93087,NA,NA,"46641Q81","JPLS","JP Morgan Exchange-Traded Fund Trust: JPMorgan Long/Short ETF",2018-03-29,24.9,NA,"JPMorgan Funds","F",2018-03-29,23.75,2018-01-23,56.98,0,0,0,0,21.07,-0.33,22.27,0,0,0,0.01,0,"Y","N","Y",NA,"N",NA,"EDYH","LSE","ALTERNATIVE LONG/SHORT EQUITY FUNDS","LSE","Alternative Long/Short Equity Funds",NA,NA,"EQ",NA
"3308",91930,NA,NA,"22539T24","DBRT","Credit Suisse AxelaTrader 3x Inverse Brent Crude Oil Exhange Traded Notes",2018-03-29,24.9,NA,"Credit Suisse Asset Management LLC","N",2018-03-29,40.2,2017-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"203",29249,500974,80591,"86330E84",NA,"streetTRACKS Series Trust: SPDR DJ Wilshire Mid Cap ETF",2007-09-28,24.6,2453,"STATE STREET BANK & TRUST CO/IFTC","F",2007-09-28,61.403515,2005-11-08,99.05,0,0,0,0,0,0.76,0.18,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCM","MC","MID-CAP FUNDS","MCCE","Mid-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
"2875",93206,NA,NA,"25460E59","PPDM","Direxion Shares ETF Trust: Portfolio+ Developed Markets ETF",2018-03-29,24.6,NA,"Rafferty Asset Management LLC","F",2018-03-29,24.61,2018-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"3317",91971,NA,NA,"73937B25","PBND","PowerShares Exchange-Traded Fund Trust II: PowerShares PureBeta US Aggregate Bond Portfolio",2018-03-29,24.4,NA,"Invesco Powershares Capital Mgmt LLC",NA,2018-03-29,24.3984,2017-09-29,0,0,0,26.91,1.03,45.46,0,0.87,0,0.98,24.72,0,0.03,"Y","N","Y","D","N",NA,"I","SII","SHORT-INTMDT INVESTMENT GRADE DEBT FUNDS","SII","Short-Intmdt Investment Grade Debt Funds",NA,NA,"TX",NA
"3333",87355,NA,NA,"97717X13","IQDG","WisdomTree Trust: WisdomTree International Quality Dividend Growth Fund",2018-03-29,24.4,NA,"WisdomTree Asset Management Inc",NA,2018-03-29,30.4439,2016-04-07,90.58,0,0,0,0,0,0,0.15,0,0,0,9.26,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","IEI","International Equity Income Funds",NA,NA,"EQ",NA
"905",25671,NA,NA,"74348A24","SRS","ProShares Trust: ProShares UltraShort Real Estate",2018-03-29,24.3,NA,"ProFunds Group","F",2018-03-29,32.62,2007-01-30,0,0,0,0,0,117.98,-7.48,-10.5,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"1882",61430,NA,NA,"90273A20","LMLP","UBS Exchange Traded Access Securities (E-TRACS) Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN",2018-03-29,24.3,NA,"UBS Global Asset Management","N",2018-03-29,14.7028,2014-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"2874",93205,NA,NA,"25460E61","PPEM","Direxion Shares ETF Trust: Portfolio+ Emerging Markets ETF",2018-03-29,24.3,NA,"Rafferty Asset Management LLC","F",2018-03-29,24.35,2018-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"1411",38015,NA,NA,"25154K80","DTO","DB Crude Oil Double Short Exchange Traded Notes",2018-03-29,24,NA,"Deutsche Bank AG (London)","N",2018-03-29,71.378,2008-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"EDSC","CMD","COMMODITIES FUNDS","CMS","Commodities Specialty Funds",NA,NA,"EQ",NA
"1871",61386,NA,NA,"78463X36","QJPN","SPDR Index Shares Funds: SPDR MSCI Japan StrategicFactors ETF",2018-03-29,23.9,NA,"State Street Bank and Trust Company","F",2018-03-29,79.5898,2014-06-12,98.98,0,0,0,0,0,0.79,0.23,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRJ","JA","JAPANESE FUNDS","JA","Japanese Funds",NA,NA,"EQ",NA
"2187",64894,NA,NA,"92189F58","CRAK","VanEck Vectors ETF Trust: VanEck Vectors Oil Refiners ETF",2018-03-29,23.9,NA,"Van Eck Associates Corporation","F",2018-03-29,29.8702,2015-08-18,86.49,0,0,0,0,0,0,0.1,0,0,0,13.41,0,"Y","N","Y","D","N",NA,"EFSN","GNR","GLOBAL NATURAL RESOURCES FUNDS","GNR","Global Natural Resources Funds",NA,NA,"EQ",NA
"367",43566,501296,81691,"78463X80","GAF","SPDR Index Shares Funds: SPDR S&P Emerging Middle East & Africa ETF",2017-06-30,23.8,12,"State Street Bank and Trust Company","F",2017-06-30,59.4273,2007-03-20,98.21,0,0,0,0,0.07,1.23,0.48,0,0,0,0.01,0,"Y","N","Y","D","Y","L","EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ","UNITED STATES"
"677",46756,NA,NA,"74348A43","EPV","ProShares Trust: ProShares UltraShort FTSE Europe",2018-03-29,23.8,NA,"ProFunds Group","F",2018-03-29,31.24,2009-06-16,0,0,0,0,0,141.52,-65.61,24.09,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"2509",54396,NA,NA,"46429B41","EWUS","iShares Trust: iShares MSCI United Kingdom Small-Cap ETF",2018-03-29,23.8,NA,"BlackRock Fund Advisors",NA,2018-03-29,43.2,2012-01-25,98.66,0,0,0,0,0,1.12,0.23,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRE","EU","EUROPEAN REGION FUNDS","EU","European Region Funds",NA,NA,"EQ",NA
"2624",55475,NA,NA,"26922A30","ALFA","ETF Series Solutions: AlphaClone Alternative Alpha ETF",2018-03-29,23.8,NA,"Exchange Traded Concepts LLC","F",2018-03-29,43.35,2012-05-31,86.93,0,0,0.01,0,0.04,0,0.05,0,0,0,12.96,0.01,"Y","N","Y","D","N",NA,"EDCM","MC","MID-CAP FUNDS","MCCE","Mid-Cap Core Funds",NA,NA,"EQ",NA
"1738",44287,NA,NA,"25459W55","TYO","Direxion Shares ETF Trust: Direxion Daily 7-10 Year Treasury Bear 3X Shares",2018-03-29,23.7,NA,"Rafferty Asset Management LLC","F",2018-03-29,14.82,2009-04-16,0,0,0,0,0,38.61,42.29,19.09,0,0,0,0,0,"Y","N","Y","B","N",NA,"I","SFI","SPECIALTY FIXED INCOME FUNDS","SFI","Specialty Fixed Income Funds",NA,NA,"TX",NA
"3268",92639,NA,NA,"74347B36","EMTY","ProShares Trust: ProShares Decline of the Retail Store ETF",2018-03-29,23.7,NA,"ProFunds Group","F",2018-03-29,35.0644,2017-11-16,0,0,0,0,0,0,-9.91,109.91,0,0,0,0,0,"Y","N","Y","E","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"977",50372,NA,NA,"46429B20","ECNS","iShares Trust: iShares MSCI China Small-Cap ETF",2018-03-29,23.6,NA,"BlackRock Fund Advisors","F",2018-03-29,52.5,2010-09-28,90.92,0,0,0,0,0,0.28,0,0,0,0,8.8,0,"Y","N","Y","D","N",NA,"EFRQ","CH","CHINA REGION FUNDS","CH","China Region Funds",NA,NA,"EQ",NA
"1862",61340,NA,NA,"25459Y25","SPUU","Direxion Shares ETF Trust: Direxion Daily S&P 500 Bull 2X Shares",2014-09-30,23.6,NA,"Rafferty Asset Management LLC","F",2014-09-30,42.86,2014-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"213",29239,501017,80720,"86330E74",NA,"streetTRACKS Series Trust: SPDR S&P Homebuilders ETF",2007-09-28,23.5,35,"STATE STREET BANK & TRUST CO/IFTC","F",2007-09-28,21.404158,2006-01-31,99.79,0,0,0,0,0,0,0.21,0,0,0,0,0,"Y","N","Y","D","N",NA,"M","S","SPECIALTY/MISCELLANEOUS FUNDS","S","Specialty/Miscellaneous Funds",NA,NA,"EQ","UNITED STATES"
"377",24724,501329,82528,"73935X44","EQWM","PowerShares Exchange-Traded Fund Trust: PowerShares Russell Midcap Equal Weight Portfolio",2018-03-29,23.5,152,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,47.07,2006-12-01,99.81,0,0,0.02,0,0.13,0.1,-0.08,0,0,0,0,0.03,"Y","N","Y","D","N",NA,"EDCM","MC","MID-CAP FUNDS","MCCE","Mid-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
"1582",43527,NA,NA,"23130H10","FXM","Guggenheim Investments Mexican Peso Shares",2012-03-30,23.5,NA,"Rydex/SGI Funds","F",2012-03-30,78.2371,2006-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","Y",NA,"OC","CRX","CURRENCY FUNDS","CRX","Currency Funds",NA,NA,"TX",NA
"2530",54514,NA,NA,"46428645","EVAL","iShares, Inc: iShares MSCI Emerging Markets Value ETF",2015-06-30,23.5,NA,"BlackRock Fund Advisors","F",2015-06-30,42.73,2012-02-08,89.5,5.68,0,0,0,0,1.08,0,0,0,0,3.74,0,"Y","N","Y","D","Y","L","EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"1934",62264,NA,NA,"73937B58","LDRI","PowerShares Exchange-Traded Fund Trust II: PowerShares LadderRite 0-5 Year Corporate Bond Portfolio",2018-03-29,23.4,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,24.5864,2014-09-08,0,0,0,98.52,0,0.87,0,0.41,0,0,0.01,0,0.19,"Y","N","Y","D","N",NA,"I","SII","SHORT-INTMDT INVESTMENT GRADE DEBT FUNDS","SII","Short-Intmdt Investment Grade Debt Funds",NA,NA,"TX",NA
"378",24723,501334,82543,"73935X43","EQWS","PowerShares Exchange-Traded Fund Trust: PowerShares Russell 2000 Equal Weight Portfolio",2018-03-29,23.2,458,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,42.1,2006-12-01,99.95,0,0,0.01,0,0.07,0,-0.06,0,0,0,0.01,0.02,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
"2339",86919,NA,NA,"47804J80","JHMA","John Hancock Exchange-Traded Fund Trust: John Hancock Multifactor Materials ETF",2018-03-29,23.1,NA,"John Hancock Group","F",2018-03-29,33.9776,2016-03-28,99.96,0,0,0,0,0.07,0,-0.02,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSM","BM","BASIC MATERIALS FUNDS","BM","Basic Materials Funds",NA,NA,"EQ",NA
"1507",43012,NA,NA,"73935B50","PSR","PowerShares Actively Managed Exchange-Traded Fund Trust: PowerShares Active US Real Estate Fund",2018-03-29,23,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,76.7067,2008-11-19,100.04,0,0,0,0,0,0,-0.04,0,0,0,0,0,"Y","N","Y",NA,"N",NA,"EDSR","RE","REAL ESTATE FUNDS","RE","Real Estate Funds",NA,NA,"EQ",NA
"1779",59853,NA,NA,"97717W39","HYND","WisdomTree Trust: WisdomTree Negative Duration High Yield Bond Fund",2018-03-29,23,NA,"WisdomTree Asset Management Inc","F",2018-03-29,20.9421,2013-12-18,0,0,0,93.41,0,0,-102.56,108.97,0,0,0,0,0.17,"Y","N","Y","D","N",NA,"I","SFI","SPECIALTY FIXED INCOME FUNDS","SFI","Specialty Fixed Income Funds",NA,NA,"TX",NA
"2336",86916,NA,NA,"47804J87","JHMS","John Hancock Exchange-Traded Fund Trust: John Hancock Multifactor Consumer Staples ETF",2018-03-29,23,NA,"John Hancock Group","F",2018-03-29,26.1007,2016-03-28,99.96,0,0,0,0,0.01,0,0.03,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSG","CG","CONSUMER GOODS FUNDS","CG","Consumer Goods Funds",NA,NA,"EQ",NA
"762",48411,NA,NA,"25490K29","LBJ","Direxion Shares ETF Trust: Direxion Daily Latin America Bull 3X Shares",2018-03-29,22.9,NA,"Rafferty Asset Management LLC","F",2018-03-29,40.17,2009-12-03,21.59,1.66,0,0,0,29.64,15.11,5.44,0,0,0,26.56,0,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"916",25674,NA,NA,"74348A52","DUG","ProShares Trust: ProShares UltraShort Oil & Gas",2018-03-29,22.9,NA,"ProFunds Group","F",2018-03-29,40.41,2007-01-30,0,0,0,0,0,0,-10.59,110.58,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"1696",43623,NA,NA,"73936T85","PAF","PowerShares Exchange-Traded Fund Trust II: PowerShares FTSE RAFI Asia Pacific ex-Japan Portfolio",2018-03-29,22.8,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,56.9872,2007-06-25,93.7,1.78,0,0,0,0,4.4,0.1,0,0,0,0.01,0,"Y","N","Y","D","N",NA,"EFRX","XJ","PACIFIC EX JAPAN FUNDS","XJ","Pacific Ex Japan Funds",NA,NA,"EQ",NA
"2791",92722,NA,NA,"00214Q60","IZRL","ARK ETF Trust: ARK Israel Innovative Technology ETF",2018-03-29,22.8,NA,"ARK Investment Management LLC",NA,2018-03-29,19.7986,2017-12-05,87.26,0,0,0,0,0.3,1.96,0.58,0,0,0,9.91,0,"Y","N","Y","D","N",NA,"EDST","TK","SCIENCE & TECHNOLOGY FUNDS","TK","Science & Technology Funds",NA,NA,"EQ",NA
"1785",60173,NA,NA,"78467V87","SYV","SSgA Active Trust: SPDR MFS Systematic Value Equity ETF",2018-03-29,22.7,NA,"State Street Bank and Trust Company","F",2018-03-29,64.9572,2014-01-08,99.08,0,0,0,0,0,0,-0.05,0,0,0,0,0.97,"Y","N","Y",NA,"N",NA,"EDYG","G","GROWTH FUNDS","LCVE","Large-Cap Value Funds",NA,NA,"EQ",NA
"1509",43019,NA,NA,"76139660","RTR","RevenueShares ETF Trust: RevenueShares ADR Fund",2015-09-30,22.6,NA,"VTL Associates LLC","F",2015-09-30,30.1237,2008-11-18,10.64,0,0,0,0,0,0,0,0,0,0,89.35,0,"Y","N","Y","E","Y",NA,"EF","IF","INTERNATIONAL FUNDS","ILCV","International Large-Cap Value",NA,NA,"EQ",NA
"1581",43526,NA,NA,"23129R10","FXS","Guggenheim Investments CurrencyShares Swedish Krona Trust",2018-03-29,22.6,NA,"Guggenheim Investments","F",2018-03-29,113.2041,2006-06-26,0,0,0,0,0,0,0,100,0,0,0,0,0,"Y","N","Y",NA,"N",NA,"OC","CRX","ALTERNATIVE CURRENCY STRATEGIES FUNDS","CRX","Alternative Currency Strategies Funds",NA,NA,"TX",NA
"2959",90888,NA,NA,"33740F60","ERM","First Trust Exchange-Traded Fund VIII: EquityCompass Risk Manager ETF",2018-03-29,22.6,NA,"First Trust Advisors LP","F",2018-03-29,21.5674,2017-04-11,100,0,0,0,0,0,0,0,0,0,0,0,0,"Y","N","Y",NA,"N",NA,"EDYG","G","GROWTH FUNDS","MLCE","Multi-Cap Core Funds",NA,NA,"EQ",NA
"2768",92546,NA,NA,"33739P30","FMHI","First Trust Exchange-Traded Fund III: First Trust Municipal High Income ETF",2018-03-29,22.5,NA,"First Trust Advisors LP","F",2018-03-29,49.9886,2017-11-01,0,0,0,0,94.41,0,0,5.02,0,0,0,0,0.56,"Y","N","Y",NA,"N",NA,"IU","HM","HIGH YIELD MUNICIPAL DEBT FUNDS","HM","High Yield Municipal Debt Funds",NA,NA,"MB",NA
"2944",90820,NA,NA,"30151E80","CEFS","Exchange Listed Funds Trust: Saba Closed-End Funds ETF",2018-03-29,22.5,NA,"Exchange Traded Concepts LLC",NA,2018-03-29,20.48,2017-03-20,28.56,0.83,2.2,55.81,0.38,15.7,-45.37,34.8,0,0.51,0.22,1.79,4.56,"Y","N","Y",NA,"N",NA,"I","HY","HIGH YIELD FUNDS","HY","High Yield Funds",NA,NA,"TX",NA
"49",6679,500350,38984,"09348R10","ADRA","BLDRS Index Funds Trust: BLDRS Asia 50 ADR Index Fund",2018-03-29,22.3,49,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,34.3449,2002-11-13,0,0,0,0,0,0,0,0.12,0,0,0,99.88,0,"Y","N","Y","D","N",NA,"EFRP","PC","PACIFIC REGION FUNDS","PC","Pacific Region Funds",NA,NA,"EQ","UNITED STATES"
"1555",43500,NA,NA,"25459W31","TECS","Direxion Shares ETF Trust: Direxion Daily Technology Bear 3X Shares",2013-03-28,22.3,NA,"Rafferty Asset Management LLC","F",2013-03-28,7.81,2008-12-17,0,0,0,0,0,0,34.38,65.62,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"3354",92820,NA,NA,"63873X20","LSST","Natixis ETF Trust: Natixis Loomis Sayles Short Duration Income ETF",2018-03-29,22.3,NA,"Natixis Advisors LP","F",2018-03-29,24.7805,2017-12-27,0,0,0,49.09,0,30.1,-4.31,4.96,0,16.75,0.4,0,3.01,"Y","N","Y",NA,"N",NA,"I","SID","SHORT INVESTMENT GRADE DEBT FUNDS","SID","Short Investment Grade Debt Funds",NA,NA,"TX",NA
"1556",43500,NA,NA,"25490K76","TECS","Direxion Shares ETF Trust: Direxion Daily Technology Bear 3X Shares",2018-03-29,22.2,NA,"Rafferty Asset Management LLC","F",2018-03-29,29.48,2008-12-17,0,0,0,0,0,50.83,38.84,10.32,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"2231",85818,NA,NA,"97717X44","GSD","WisdomTree Trust: WisdomTree Global SmallCap Dividend Fund",2018-03-29,22.2,NA,"WisdomTree Asset Management Inc",NA,2018-03-29,31.7787,2015-11-12,97.96,0,0,0,0,0,0.38,0.48,0,0,0,1.17,0,"Y","N","Y","B","N",NA,"EF","GL","GLOBAL FUNDS","GSME","Global Small-/Mid-Cap Funds",NA,NA,"EQ",NA
"2353",52747,NA,NA,"33737J12","FLN","First Trust Exchange-Traded AlphaDEX Fund II: First Trust Latin America AlphaDEX Fund",2018-03-29,22.2,NA,"First Trust Advisors LP","F",2018-03-29,22.1818,2011-04-18,68.26,29.88,0,0,0,0,1.84,0.03,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRL","LT","LATIN AMERICAN FUNDS","LT","Latin American Funds",NA,NA,"EQ",NA
"3083",62962,NA,NA,"37950E15","CHNB","Global X Funds: Global X GF China Bond ETF",2016-03-31,22.2,NA,"Global X Management Company LLC","F",2016-03-31,37.04,2014-11-18,0,0,0,47.15,0,51.52,0,1.32,0,0,0,0,0,"Y","N","Y",NA,"Y","L","IF","EML","EMERGING MARKETS LOCAL CURRENCY DEBT FDS","EML","Emerging Markets Local Currency Debt Fds",NA,NA,"TX",NA
"1398",37993,NA,NA,"78355W66","RFL","Rydex ETF Trust: Rydex 2x S&P Select Sector Financial ETF",2010-03-31,22.1,NA,"Rydex Investments","F",2010-03-31,15.2614,2008-06-10,80.01,0,0,0,0,0,0,19.99,0,0,0,0,0,"Y","N","Y","E","Y",NA,"EDSF","FS","FINANCIAL SERVICES FUNDS","FS","Financial Services Funds",NA,NA,"EQ",NA
"2337",86917,NA,NA,"47804J70","JHME","John Hancock Exchange-Traded Fund Trust: John Hancock Multifactor Energy ETF",2018-03-29,22.1,NA,"John Hancock Group","F",2018-03-29,28.2749,2016-03-28,99.9,0,0,0,0,0.07,0,0.02,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSN","NR","NATURAL RESOURCES FUNDS","NR","Natural Resources Funds",NA,NA,"EQ",NA
"181",24743,500908,80435,"73935X63","PXN","PowerShares Exchange-Traded Fund Trust: PowerShares Lux Nanotech Portfolio",2013-12-31,22,37,"Invesco Powershares Capital Mgmt LLC","F",2013-12-31,7.4577,2005-10-26,89.99,0,0,0,0,0,0,0,0,0,0,10.01,0,"Y","N","Y","D","Y",NA,"EDST","TK","SCIENCE & TECHNOLOGY FUNDS","TK","Science & Technology Funds",NA,NA,"EQ","UNITED STATES"
"1081",64834,NA,NA,"92647N84","CIL","Victory Portfolios II: VictoryShares International Volatility Wtd Index ETF",2018-03-29,22,NA,"Victory Capital Management Inc","F",2018-03-29,40.05,2015-08-20,99.25,0,0,0,0,0,0,0.26,0,0,0,0.49,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","IMLC","International Multi-Cap Core",NA,NA,"EQ",NA
"3158",63745,NA,NA,"51841650","ROGS","Lattice Strategies Trust: Hartford Multifactor Global Small Cap ETF",2018-03-29,22,NA,"Lattice Strategies LLC","F",2018-03-29,31.484,2015-03-23,97.96,0.89,0,0,0,0,0.98,0.18,0,0,0,0,0,"Y","N","Y","B","N",NA,"EF","GL","GLOBAL FUNDS","GSME","Global Small-/Mid-Cap Funds",NA,NA,"EQ",NA
"3248",91041,NA,NA,"67092P11","NUSA","NuShares ETF Trust: NuShares Enhanced Yield 1-5 Year US Aggregate Bond ETF",2018-03-29,22,NA,"Nuveen Fund Advisors LLC","F",2018-03-29,24.4652,2017-03-31,0,0,0,51.74,0,23.54,0,0.03,0,8.94,15.75,0,0,"Y","N","Y","D","N",NA,"I","SII","SHORT-INTMDT INVESTMENT GRADE DEBT FUNDS","SII","Short-Intmdt Investment Grade Debt Funds",NA,NA,"TX",NA
"3178",88045,NA,NA,"33939L69","ESG","FlexShares Trust: FlexShares STOXX US ESG Impact Index Fund",2018-03-29,21.9,NA,"Northern Trust Investments Inc","F",2018-03-29,62.53,2016-07-13,99.18,0,0,0,0,0,0,0.82,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCCE","Large-Cap Core Funds",NA,NA,"EQ",NA
"1258",36730,NA,NA,"87029730","RJN","ELEMENTS Exchange Traded Notes Rogers International Commodity Index - Energy Total Return",2015-09-30,21.8,NA,"Elements","N",2015-09-30,3.03,2007-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"EDSC","CMD","COMMODITIES FUNDS","CME","Commodities Energy Funds",NA,NA,"EQ",NA
